activity_id,user_id,activity_type,duration_min,calories_burned,distance_km,date
act-001606,user-0294,walking,39,137,4.06,2025-09-15 03:43:33
act-001607,user-0294,swimming,108,1135,0.0,2025-08-19 19:43:31
act-001608,user-0294,cycling,77,701,9.09,2025-09-02 15:02:23
act-001609,user-0294,running,92,1022,11.3,2025-10-14 00:59:11
act-001610,user-0294,yoga,33,82,0.0,2025-10-08 01:40:55
act-001611,user-0294,weight_training,106,535,0.0,2025-09-19 22:14:01
act-001612,user-0294,yoga,69,212,0.0,2025-09-25 02:32:19
act-001613,user-0295,running,107,947,13.72,2025-10-03 19:46:38
act-001614,user-0295,weight_training,42,210,0.0,2025-10-07 19:48:45
act-001615,user-0295,walking,99,440,11.55,2025-09-25 06:37:18
act-001616,user-0296,walking,46,174,5.29,2025-10-08 16:27:14
act-001617,user-0296,walking,27,89,3.53,2025-08-06 23:08:14
act-001618,user-0296,yoga,54,157,0.0,2025-08-07 11:44:05
act-001619,user-0296,running,101,986,10.74,2025-10-24 20:03:20
act-001620,user-0296,walking,21,96,2.04,2025-10-02 07:19:57
act-001621,user-0296,weight_training,83,491,0.0,2025-09-09 12:15:53
act-001622,user-0296,swimming,81,1108,0.0,2025-08-31 01:31:51
act-001623,user-0296,cycling,60,529,6.5,2025-09-11 09:24:46
act-001624,user-0297,weight_training,21,130,0.0,2025-10-19 20:26:20
act-001625,user-0297,weight_training,43,249,0.0,2025-08-01 09:13:53
act-001626,user-0297,walking,118,445,17.49,2025-10-04 08:08:10
act-001627,user-0298,weight_training,86,478,0.0,2025-10-17 19:06:43
act-001628,user-0298,yoga,101,284,0.0,2025-10-10 03:58:24
act-001629,user-0298,swimming,80,781,0.0,2025-09-17 16:17:08
act-001630,user-0298,running,82,971,12.11,2025-09-02 19:04:54
act-001631,user-0298,yoga,73,231,0.0,2025-07-30 10:47:37
act-001632,user-0299,swimming,41,469,0.0,2025-08-27 22:03:17
act-001633,user-0299,cycling,96,676,8.1,2025-09-15 02:18:55
act-001634,user-0299,running,113,1267,15.53,2025-08-10 04:52:36
act-001635,user-0299,swimming,56,599,0.0,2025-09-02 17:01:24
act-001636,user-0300,walking,104,436,15.49,2025-09-06 00:28:00
act-001637,user-0300,weight_training,47,322,0.0,2025-10-06 05:34:45
act-001638,user-0300,yoga,23,58,0.0,2025-07-27 09:46:03
act-001639,user-0300,yoga,95,252,0.0,2025-10-04 08:32:33
act-001640,user-0300,walking,78,304,11.34,2025-09-11 09:50:36
act-001641,user-0301,yoga,35,92,0.0,2025-08-12 12:01:47
act-001642,user-0301,weight_training,94,548,0.0,2025-08-24 07:03:34
act-001643,user-0301,running,58,519,8.41,2025-10-21 13:07:26
act-001644,user-0301,running,107,1276,10.55,2025-08-31 01:51:50
act-001645,user-0302,running,84,953,11.87,2025-10-09 07:49:17
act-001646,user-0302,cycling,46,377,6.81,2025-09-19 01:06:07
act-001647,user-0302,yoga,111,340,0.0,2025-10-18 13:21:10
act-001648,user-0302,running,16,172,1.75,2025-10-04 16:26:07
act-001649,user-0302,running,53,486,4.34,2025-10-02 15:00:13
act-001650,user-0302,running,95,1099,13.88,2025-10-18 00:53:54
act-001651,user-0303,weight_training,22,157,0.0,2025-08-19 02:04:06
act-001652,user-0303,running,54,446,7.53,2025-10-08 03:54:11
act-001653,user-0303,yoga,99,323,0.0,2025-09-18 07:37:48
act-001654,user-0303,swimming,64,799,0.0,2025-10-12 10:50:11
act-001655,user-0303,running,109,974,15.07,2025-08-23 05:29:11
act-001656,user-0303,swimming,57,663,0.0,2025-10-13 02:48:10
act-001657,user-0303,yoga,82,260,0.0,2025-09-14 02:00:53
act-001658,user-0303,walking,69,321,8.03,2025-10-22 13:52:11
act-001659,user-0304,yoga,103,326,0.0,2025-08-16 11:21:39
act-001660,user-0304,cycling,22,153,2.3,2025-08-11 23:14:27
act-001661,user-0304,cycling,117,955,12.39,2025-09-01 07:06:02
act-001662,user-0304,cycling,115,751,15.3,2025-10-02 08:10:43
act-001663,user-0304,cycling,80,514,10.83,2025-08-28 09:15:54
act-001664,user-0305,walking,30,96,2.85,2025-07-27 09:01:44
act-001665,user-0305,running,65,603,9.59,2025-09-25 17:01:36
act-001666,user-0305,cycling,50,322,4.2,2025-08-01 17:37:01
act-001667,user-0305,weight_training,55,313,0.0,2025-10-21 13:47:16
act-001668,user-0305,walking,111,377,15.75,2025-10-11 16:21:47
act-001669,user-0305,running,28,322,3.88,2025-09-18 01:48:16
act-001670,user-0306,swimming,67,933,0.0,2025-08-07 17:05:32
act-001671,user-0306,running,23,221,2.17,2025-10-12 15:39:46
act-001672,user-0306,running,82,891,10.69,2025-08-03 23:42:11
act-001673,user-0307,running,106,927,12.87,2025-07-30 13:03:10
act-001674,user-0307,yoga,54,177,0.0,2025-10-04 17:02:50
act-001675,user-0307,swimming,20,219,0.0,2025-09-15 02:28:52
act-001676,user-0307,swimming,67,877,0.0,2025-09-28 02:23:36
act-001677,user-0308,swimming,83,1094,0.0,2025-10-07 11:38:36
act-001678,user-0308,cycling,113,820,12.63,2025-10-09 08:22:29
act-001679,user-0308,weight_training,110,554,0.0,2025-09-02 21:54:26
act-001680,user-0309,walking,38,177,3.42,2025-08-19 06:52:20
act-001681,user-0309,cycling,29,191,4.07,2025-08-24 20:57:46
act-001682,user-0309,cycling,100,773,10.12,2025-08-10 05:26:52
act-001683,user-0309,swimming,104,1076,0.0,2025-09-23 03:39:44
act-001684,user-0309,yoga,89,242,0.0,2025-09-22 09:09:00
act-001685,user-0309,running,87,909,12.03,2025-10-15 00:05:35
act-001686,user-0309,running,22,236,2.53,2025-09-10 14:52:07
act-001687,user-0310,yoga,27,70,0.0,2025-08-21 04:12:10
act-001688,user-0310,swimming,115,1634,0.0,2025-09-26 13:31:57
act-001689,user-0310,cycling,97,925,11.88,2025-09-22 20:15:12
act-001690,user-0310,swimming,27,340,0.0,2025-08-13 04:44:03
act-001691,user-0311,yoga,15,36,0.0,2025-10-02 17:55:00
act-001692,user-0311,yoga,57,162,0.0,2025-10-03 09:29:31
act-001693,user-0311,yoga,56,135,0.0,2025-07-27 20:02:09
act-001694,user-0311,walking,101,466,14.59,2025-10-23 07:13:40
act-001695,user-0311,weight_training,92,656,0.0,2025-09-26 06:27:54
act-001696,user-0311,swimming,43,433,0.0,2025-10-13 06:17:35
act-001697,user-0311,yoga,41,112,0.0,2025-09-22 02:58:35
act-001698,user-0311,walking,85,309,8.74,2025-10-15 12:08:28
act-001699,user-0312,swimming,36,397,0.0,2025-08-17 20:18:50
act-001700,user-0312,walking,38,153,3.11,2025-10-14 20:52:29
act-001701,user-0312,cycling,100,705,13.25,2025-10-15 09:59:13
act-001702,user-0312,weight_training,110,614,0.0,2025-10-24 00:56:47
act-001703,user-0312,running,91,776,12.38,2025-08-04 15:33:18
act-001704,user-0312,cycling,66,615,9.74,2025-08-10 07:22:55
act-001705,user-0312,running,56,482,6.81,2025-08-28 06:40:15
act-001706,user-0313,walking,104,341,9.17,2025-10-08 12:27:45
act-001707,user-0313,weight_training,60,367,0.0,2025-09-19 05:11:53
act-001708,user-0313,weight_training,81,512,0.0,2025-09-18 00:58:59
act-001709,user-0314,running,96,923,8.28,2025-09-22 21:09:23
act-001710,user-0314,swimming,81,1067,0.0,2025-09-05 22:33:35
act-001711,user-0314,swimming,60,847,0.0,2025-08-10 15:24:26
act-001712,user-0314,walking,19,70,2.56,2025-08-10 21:16:38
act-001713,user-0315,swimming,31,438,0.0,2025-08-25 04:01:34
act-001714,user-0315,yoga,33,81,0.0,2025-08-22 22:32:10
act-001715,user-0315,walking,57,216,7.97,2025-10-08 06:12:00
act-001716,user-0315,weight_training,77,399,0.0,2025-09-30 10:55:54
act-001717,user-0316,cycling,78,743,10.4,2025-09-07 00:10:26
act-001718,user-0316,running,97,1038,7.82,2025-07-27 12:35:16
act-001719,user-0316,swimming,47,499,0.0,2025-09-04 22:16:10
act-001720,user-0316,cycling,27,185,3.25,2025-09-02 12:11:29
act-001721,user-0316,yoga,115,401,0.0,2025-09-06 09:05:52
act-001722,user-0316,weight_training,72,393,0.0,2025-08-25 14:16:27
act-001723,user-0316,yoga,31,107,0.0,2025-10-14 06:25:57
act-001724,user-0316,swimming,84,951,0.0,2025-10-22 10:37:44
act-001725,user-0317,cycling,92,607,11.37,2025-09-06 05:02:41
act-001726,user-0317,walking,98,455,12.35,2025-07-31 16:12:35
act-001727,user-0317,walking,56,182,6.56,2025-09-11 02:43:09
act-001728,user-0317,swimming,116,1263,0.0,2025-07-31 22:17:35
act-001729,user-0317,cycling,74,563,7.77,2025-09-08 16:53:05
act-001730,user-0318,swimming,20,273,0.0,2025-10-12 01:31:15
act-001731,user-0318,walking,82,293,12.09,2025-09-08 17:28:17
act-001732,user-0318,yoga,114,409,0.0,2025-09-21 15:28:06
act-001733,user-0318,walking,112,381,9.96,2025-10-22 03:19:27
act-001734,user-0318,swimming,23,245,0.0,2025-10-17 12:16:09
act-001735,user-0319,running,110,1294,13.92,2025-08-04 06:35:11
act-001736,user-0319,running,48,511,6.36,2025-08-20 00:34:03
act-001737,user-0319,weight_training,91,496,0.0,2025-10-08 00:11:44
act-001738,user-0319,walking,35,125,4.4,2025-10-01 16:30:54
act-001739,user-0319,running,85,883,8.92,2025-10-02 16:22:50
act-001740,user-0319,weight_training,79,427,0.0,2025-09-16 01:47:30
act-001741,user-0319,yoga,90,239,0.0,2025-10-21 18:46:31
act-001742,user-0320,weight_training,30,194,0.0,2025-09-23 15:05:05
act-001743,user-0320,swimming,85,1184,0.0,2025-09-04 20:32:37
act-001744,user-0320,walking,49,193,6.08,2025-09-12 16:33:42
act-001745,user-0321,yoga,104,370,0.0,2025-09-30 05:02:26
act-001746,user-0321,swimming,25,253,0.0,2025-08-12 02:08:43
act-001747,user-0321,walking,109,456,12.7,2025-10-02 15:29:36
act-001748,user-0321,weight_training,38,186,0.0,2025-09-18 08:01:39
act-001749,user-0321,swimming,37,409,0.0,2025-08-20 15:02:59
act-001750,user-0321,walking,84,365,10.7,2025-08-07 22:05:51
act-001751,user-0322,walking,18,76,1.51,2025-09-06 08:27:49
act-001752,user-0322,weight_training,112,555,0.0,2025-07-28 13:45:22
act-001753,user-0322,cycling,41,316,3.82,2025-10-20 13:49:25
act-001754,user-0322,running,99,1028,11.35,2025-08-18 10:07:07
act-001755,user-0322,walking,90,338,13.22,2025-09-21 04:18:32
act-001756,user-0322,weight_training,106,558,0.0,2025-09-11 10:19:59
act-001757,user-0322,walking,37,169,3.48,2025-07-27 02:09:52
act-001758,user-0322,running,27,238,3.61,2025-09-06 15:27:21
act-001759,user-0323,weight_training,91,485,0.0,2025-08-19 02:37:57
act-001760,user-0323,swimming,99,1399,0.0,2025-10-22 06:45:40
act-001761,user-0323,cycling,19,179,2.61,2025-09-02 08:13:34
act-001762,user-0323,yoga,73,202,0.0,2025-07-28 19:37:30
act-001763,user-0324,yoga,24,76,0.0,2025-09-15 02:04:42
act-001764,user-0324,walking,80,287,11.22,2025-08-28 10:49:10
act-001765,user-0324,yoga,82,228,0.0,2025-10-02 17:04:49
act-001766,user-0324,running,99,956,12.52,2025-10-14 21:24:29
act-001767,user-0324,running,83,754,8.75,2025-09-05 01:35:04
act-001768,user-0324,running,115,1203,12.63,2025-08-21 14:57:56
act-001769,user-0324,yoga,75,202,0.0,2025-08-06 19:11:58
act-001770,user-0325,walking,59,204,6.8,2025-09-22 08:06:02
act-001771,user-0325,yoga,69,183,0.0,2025-10-05 23:21:37
act-001772,user-0325,swimming,53,541,0.0,2025-09-20 07:57:58
act-001773,user-0325,weight_training,82,474,0.0,2025-08-02 15:16:33
act-001774,user-0325,yoga,32,100,0.0,2025-08-27 15:21:34
act-001775,user-0326,swimming,45,644,0.0,2025-10-18 04:06:32
act-001776,user-0326,running,42,465,6.13,2025-08-30 00:46:42
act-001777,user-0326,swimming,57,796,0.0,2025-09-09 08:42:30
act-001778,user-0326,cycling,112,1023,10.51,2025-08-12 05:08:39
act-001779,user-0327,walking,114,428,15.45,2025-08-01 02:35:12
act-001780,user-0327,running,26,288,3.05,2025-10-03 02:20:22
act-001781,user-0327,yoga,92,327,0.0,2025-08-28 04:54:38
act-001782,user-0327,yoga,100,279,0.0,2025-08-26 09:22:39
act-001783,user-0328,cycling,106,789,14.38,2025-08-04 05:33:25
act-001784,user-0328,yoga,81,210,0.0,2025-09-29 01:34:02
act-001785,user-0328,weight_training,43,281,0.0,2025-10-23 04:14:47
act-001786,user-0328,yoga,40,109,0.0,2025-10-09 04:56:04
act-001787,user-0328,cycling,77,526,11.55,2025-09-10 21:44:03
act-001788,user-0328,weight_training,45,233,0.0,2025-09-17 13:58:57
act-001789,user-0328,walking,71,252,8.48,2025-07-28 03:29:37
act-001790,user-0329,weight_training,116,672,0.0,2025-08-17 23:21:21
act-001791,user-0329,cycling,35,235,4.66,2025-09-21 02:11:32
act-001792,user-0329,swimming,97,1275,0.0,2025-09-09 22:11:04
act-001793,user-0329,weight_training,40,216,0.0,2025-09-16 02:23:39
act-001794,user-0329,running,53,561,4.48,2025-08-29 18:52:55
act-001795,user-0329,swimming,106,1369,0.0,2025-09-02 20:49:42
act-001796,user-0329,swimming,61,768,0.0,2025-08-20 13:28:35
act-001797,user-0330,walking,99,362,14.31,2025-08-31 11:44:18
act-001798,user-0330,cycling,33,287,3.05,2025-10-12 14:43:12
act-001799,user-0330,running,98,1135,11.07,2025-09-18 18:38:02
act-001800,user-0331,running,54,501,6.95,2025-08-05 22:18:49
act-001801,user-0331,swimming,49,629,0.0,2025-09-18 11:03:13
act-001802,user-0331,running,67,799,6.14,2025-09-08 03:04:10
act-001803,user-0331,yoga,108,288,0.0,2025-10-22 22:15:17
act-001804,user-0331,walking,107,482,11.7,2025-08-08 23:30:03
act-001805,user-0332,swimming,116,1195,0.0,2025-09-08 06:05:07
act-001806,user-0332,running,52,442,5.52,2025-08-26 14:46:01
act-001807,user-0332,running,100,829,14.5,2025-10-17 12:45:35
act-001808,user-0333,yoga,80,210,0.0,2025-09-10 15:21:58
act-001809,user-0333,running,68,759,7.69,2025-08-07 00:06:26
act-001810,user-0333,running,76,630,7.39,2025-08-26 10:05:33
act-001811,user-0333,swimming,119,1177,0.0,2025-08-13 14:00:26
act-001812,user-0333,running,55,452,5.97,2025-08-08 17:22:59
act-001813,user-0334,swimming,79,980,0.0,2025-10-11 02:07:41
act-001814,user-0334,cycling,88,608,12.82,2025-08-23 00:02:50
act-001815,user-0334,swimming,111,1383,0.0,2025-10-11 07:06:20
act-001816,user-0335,walking,29,138,3.44,2025-10-08 08:23:02
act-001817,user-0335,yoga,100,249,0.0,2025-08-11 05:06:38
act-001818,user-0335,walking,116,490,10.46,2025-10-24 14:12:21
act-001819,user-0335,weight_training,86,572,0.0,2025-10-09 04:03:01
act-001820,user-0335,cycling,16,124,1.98,2025-08-25 02:50:24
act-001821,user-0335,yoga,92,280,0.0,2025-09-30 17:59:30
act-001822,user-0335,yoga,27,80,0.0,2025-10-12 08:14:04
act-001823,user-0336,yoga,22,62,0.0,2025-10-07 05:44:17
act-001824,user-0336,running,70,635,8.64,2025-08-15 16:53:58
act-001825,user-0336,walking,95,325,12.19,2025-10-03 20:12:18
act-001826,user-0336,yoga,54,177,0.0,2025-08-31 20:33:07
act-001827,user-0336,cycling,39,368,3.74,2025-09-18 22:55:31
act-001828,user-0337,running,46,495,5.73,2025-07-28 06:36:04
act-001829,user-0337,walking,61,232,7.48,2025-10-23 01:01:46
act-001830,user-0337,yoga,83,262,0.0,2025-08-08 19:55:44
act-001831,user-0337,weight_training,97,638,0.0,2025-09-06 00:53:10
act-001832,user-0337,weight_training,102,640,0.0,2025-08-24 21:58:01
act-001833,user-0338,walking,30,117,3.52,2025-08-21 23:32:03
act-001834,user-0338,weight_training,79,438,0.0,2025-09-25 17:14:49
act-001835,user-0338,weight_training,80,496,0.0,2025-08-23 08:25:23
act-001836,user-0338,weight_training,58,354,0.0,2025-08-23 12:23:30
act-001837,user-0338,weight_training,115,826,0.0,2025-08-25 11:55:43
act-001838,user-0339,yoga,39,139,0.0,2025-09-23 06:01:55
act-001839,user-0339,running,55,461,7.52,2025-08-02 20:38:48
act-001840,user-0339,cycling,22,193,2.17,2025-10-19 00:32:36
act-001841,user-0339,weight_training,16,113,0.0,2025-09-20 04:56:13
act-001842,user-0340,walking,92,358,9.29,2025-08-26 06:11:36
act-001843,user-0340,walking,117,538,11.89,2025-10-03 14:19:05
act-001844,user-0340,swimming,21,288,0.0,2025-08-31 20:48:49
act-001845,user-0340,walking,35,162,3.19,2025-10-04 06:05:56
act-001846,user-0340,walking,86,310,9.9,2025-10-19 18:27:14
act-001847,user-0340,swimming,50,492,0.0,2025-10-18 01:57:38
act-001848,user-0340,running,46,469,6.09,2025-10-15 00:10:14
act-001849,user-0341,weight_training,102,516,0.0,2025-10-20 19:19:40
act-001850,user-0341,walking,19,76,2.7,2025-08-14 10:30:07
act-001851,user-0341,weight_training,47,302,0.0,2025-10-02 02:04:16
act-001852,user-0342,weight_training,86,531,0.0,2025-09-06 06:57:14
act-001853,user-0342,walking,76,279,7.64,2025-08-20 02:02:11
act-001854,user-0342,cycling,58,490,5.17,2025-09-24 03:34:26
act-001855,user-0342,swimming,99,1194,0.0,2025-10-15 01:32:22
act-001856,user-0342,walking,89,419,9.93,2025-09-17 15:34:43
act-001857,user-0343,cycling,21,144,2.43,2025-09-19 22:06:40
act-001858,user-0343,swimming,115,1391,0.0,2025-07-26 22:32:51
act-001859,user-0343,weight_training,97,587,0.0,2025-09-01 18:27:00
act-001860,user-0343,swimming,119,1171,0.0,2025-10-18 23:19:20
act-001861,user-0343,weight_training,35,234,0.0,2025-09-20 05:34:55
act-001862,user-0343,yoga,84,229,0.0,2025-09-22 09:58:36
act-001863,user-0343,weight_training,92,659,0.0,2025-09-27 03:02:58
act-001864,user-0343,swimming,25,347,0.0,2025-09-13 02:35:12
act-001865,user-0344,swimming,25,284,0.0,2025-10-02 11:23:04
act-001866,user-0344,running,88,923,11.68,2025-08-08 14:01:00
act-001867,user-0344,running,47,422,4.01,2025-08-18 20:38:23
act-001868,user-0345,yoga,118,370,0.0,2025-08-03 01:52:35
act-001869,user-0345,running,97,902,10.28,2025-09-15 20:49:27
act-001870,user-0345,cycling,37,293,5.44,2025-09-06 20:00:55
act-001871,user-0345,cycling,79,702,8.1,2025-10-11 02:34:40
act-001872,user-0345,swimming,63,859,0.0,2025-10-09 10:37:29
act-001873,user-0345,running,30,358,2.9,2025-10-08 11:28:04
act-001874,user-0346,cycling,36,231,3.35,2025-08-17 19:39:37
act-001875,user-0346,running,78,885,11.32,2025-09-12 14:08:59
act-001876,user-0346,running,90,881,11.47,2025-10-01 13:17:56
act-001877,user-0346,walking,36,120,4.7,2025-10-21 13:29:51
act-001878,user-0346,yoga,57,159,0.0,2025-08-11 16:11:03
act-001879,user-0347,walking,56,263,6.05,2025-10-05 03:02:16
act-001880,user-0347,running,85,719,9.29,2025-10-12 16:07:33
act-001881,user-0347,walking,60,229,5.08,2025-10-15 19:07:57
act-001882,user-0347,running,32,331,3.76,2025-08-31 13:32:10
act-001883,user-0347,weight_training,50,306,0.0,2025-09-21 05:51:22
act-001884,user-0347,running,21,242,2.41,2025-08-16 08:01:48
act-001885,user-0347,weight_training,89,556,0.0,2025-09-12 19:09:49
act-001886,user-0348,walking,71,278,6.35,2025-09-10 11:49:08
act-001887,user-0348,yoga,34,109,0.0,2025-09-22 04:22:59
act-001888,user-0348,weight_training,54,291,0.0,2025-10-11 09:23:33
act-001889,user-0348,walking,50,223,5.36,2025-09-04 05:37:31
act-001890,user-0348,swimming,97,1291,0.0,2025-09-04 06:55:13
act-001891,user-0348,walking,79,261,11.81,2025-10-10 05:29:16
act-001892,user-0348,weight_training,81,393,0.0,2025-10-08 09:59:14
act-001893,user-0348,swimming,96,1156,0.0,2025-09-10 04:09:18
act-001894,user-0349,swimming,29,399,0.0,2025-08-08 14:52:21
act-001895,user-0349,weight_training,84,422,0.0,2025-08-17 15:43:08
act-001896,user-0349,yoga,49,118,0.0,2025-08-29 23:54:45
act-001897,user-0349,running,15,145,1.21,2025-08-06 17:21:26
act-001898,user-0349,yoga,29,78,0.0,2025-08-22 13:24:05
act-001899,user-0350,cycling,114,1026,11.93,2025-10-17 08:06:52
act-001900,user-0350,weight_training,15,73,0.0,2025-09-05 14:58:52
act-001901,user-0350,running,85,787,9.83,2025-07-27 21:17:47
act-001902,user-0351,running,29,260,2.9,2025-10-23 14:03:20
act-001903,user-0351,running,89,725,12.43,2025-08-17 18:06:52
act-001904,user-0351,swimming,95,948,0.0,2025-10-20 15:19:47
act-001905,user-0351,yoga,97,313,0.0,2025-09-15 12:36:15
act-001906,user-0351,walking,78,364,6.62,2025-08-27 14:43:56
act-001907,user-0352,yoga,38,128,0.0,2025-07-30 00:57:47
act-001908,user-0352,weight_training,116,761,0.0,2025-07-31 11:40:39
act-001909,user-0352,walking,21,82,2.88,2025-10-20 12:38:59
act-001910,user-0352,cycling,93,609,7.48,2025-07-31 02:50:08
act-001911,user-0352,yoga,48,126,0.0,2025-10-13 18:26:55
act-001912,user-0353,walking,93,431,13.71,2025-08-30 20:16:09
act-001913,user-0353,swimming,115,1553,0.0,2025-10-11 13:59:54
act-001914,user-0353,walking,94,420,11.5,2025-09-10 21:34:01
act-001915,user-0353,yoga,35,90,0.0,2025-08-16 16:09:43
act-001916,user-0353,running,96,1092,7.97,2025-09-19 23:06:20
act-001917,user-0354,yoga,55,182,0.0,2025-09-09 13:57:05
act-001918,user-0354,walking,67,253,7.64,2025-07-28 08:40:18
act-001919,user-0354,yoga,61,165,0.0,2025-08-04 13:27:19
act-001920,user-0354,weight_training,83,420,0.0,2025-09-24 18:40:59
act-001921,user-0354,swimming,85,971,0.0,2025-09-25 14:01:13
act-001922,user-0354,cycling,17,115,1.52,2025-10-16 06:54:17
act-001923,user-0354,running,46,494,5.09,2025-07-31 11:20:13
act-001924,user-0355,cycling,120,888,14.49,2025-08-25 16:49:31
act-001925,user-0355,running,27,311,3.49,2025-09-05 11:58:24
act-001926,user-0355,cycling,100,669,8.64,2025-10-14 17:47:30
act-001927,user-0355,walking,33,130,4.93,2025-08-12 19:52:27
act-001928,user-0355,cycling,75,514,10.08,2025-10-01 23:58:11
act-001929,user-0355,swimming,119,1560,0.0,2025-08-31 19:46:50
act-001930,user-0355,yoga,110,273,0.0,2025-08-20 13:28:05
act-001931,user-0355,swimming,82,1038,0.0,2025-10-21 19:59:21
act-001932,user-0356,running,31,257,3.98,2025-10-13 03:13:57
act-001933,user-0356,cycling,86,639,9.08,2025-09-25 05:38:04
act-001934,user-0356,weight_training,88,450,0.0,2025-10-21 14:50:03
act-001935,user-0356,yoga,23,62,0.0,2025-08-31 12:51:04
act-001936,user-0357,running,50,417,4.57,2025-09-25 21:29:36
act-001937,user-0357,cycling,99,931,10.44,2025-09-03 17:15:33
act-001938,user-0357,running,49,498,5.44,2025-08-24 07:36:58
act-001939,user-0357,swimming,80,1076,0.0,2025-09-13 16:36:02
act-001940,user-0357,cycling,38,286,4.56,2025-08-10 08:45:30
act-001941,user-0357,cycling,115,992,15.24,2025-08-03 14:45:59
act-001942,user-0357,running,26,230,2.1,2025-10-12 00:45:38
act-001943,user-0358,running,94,1083,12.36,2025-10-01 22:55:58
act-001944,user-0358,yoga,62,172,0.0,2025-10-18 15:15:34
act-001945,user-0358,weight_training,74,442,0.0,2025-08-12 17:11:12
act-001946,user-0358,cycling,112,876,9.97,2025-09-30 13:53:38
act-001947,user-0358,yoga,26,78,0.0,2025-10-07 13:27:45
act-001948,user-0358,walking,71,238,9.68,2025-09-20 05:52:15
act-001949,user-0359,running,75,676,7.78,2025-08-24 22:37:19
act-001950,user-0359,yoga,104,348,0.0,2025-10-16 11:15:01
act-001951,user-0359,running,42,412,5.85,2025-08-02 14:02:48
act-001952,user-0359,walking,69,302,9.3,2025-09-28 17:23:40
act-001953,user-0359,yoga,15,37,0.0,2025-08-05 01:16:43
act-001954,user-0359,weight_training,103,632,0.0,2025-08-15 05:46:43
act-001955,user-0359,weight_training,34,183,0.0,2025-09-01 07:13:47
act-001956,user-0360,walking,79,331,11.79,2025-10-21 13:47:04
act-001957,user-0360,yoga,75,203,0.0,2025-07-30 06:35:29
act-001958,user-0360,swimming,104,1172,0.0,2025-08-08 13:24:45
act-001959,user-0361,weight_training,72,432,0.0,2025-09-23 01:22:33
act-001960,user-0361,yoga,29,98,0.0,2025-08-30 15:16:16
act-001961,user-0361,running,33,315,2.72,2025-09-30 14:58:14
act-001962,user-0361,swimming,85,1174,0.0,2025-10-06 07:21:47
act-001963,user-0361,yoga,119,286,0.0,2025-07-30 01:58:50
act-001964,user-0361,cycling,34,270,4.39,2025-08-03 19:54:34
act-001965,user-0361,walking,106,384,12.25,2025-08-28 20:24:45
act-001966,user-0362,yoga,56,142,0.0,2025-09-02 03:35:21
act-001967,user-0362,yoga,33,116,0.0,2025-08-04 00:58:21
act-001968,user-0362,swimming,69,843,0.0,2025-08-13 02:20:00
act-001969,user-0362,cycling,31,265,3.94,2025-08-13 05:20:25
act-001970,user-0362,swimming,92,1001,0.0,2025-08-05 13:35:41
act-001971,user-0362,swimming,17,202,0.0,2025-09-14 19:28:05
act-001972,user-0362,weight_training,107,767,0.0,2025-10-01 17:57:28
act-001973,user-0363,running,37,335,4.41,2025-10-13 01:05:47
act-001974,user-0363,yoga,51,179,0.0,2025-08-23 11:59:05
act-001975,user-0363,cycling,37,309,4.6,2025-08-31 23:29:02
act-001976,user-0363,swimming,29,387,0.0,2025-09-02 16:38:27
act-001977,user-0363,swimming,79,874,0.0,2025-10-23 17:36:48
act-001978,user-0363,yoga,94,282,0.0,2025-09-19 11:53:33
act-001979,user-0363,weight_training,119,596,0.0,2025-09-09 23:13:02
act-001980,user-0364,swimming,83,1027,0.0,2025-08-30 09:26:01
act-001981,user-0364,cycling,69,563,8.69,2025-08-31 13:09:19
act-001982,user-0364,walking,50,166,4.49,2025-09-18 03:10:50
act-001983,user-0365,running,118,1154,13.12,2025-08-26 23:18:31
act-001984,user-0365,cycling,103,719,11.21,2025-09-06 09:18:11
act-001985,user-0365,yoga,84,250,0.0,2025-09-04 06:07:09
act-001986,user-0365,swimming,86,1087,0.0,2025-09-11 18:11:43
act-001987,user-0365,walking,74,305,7.41,2025-10-08 12:10:09
act-001988,user-0365,swimming,79,917,0.0,2025-09-14 07:51:18
act-001989,user-0366,cycling,76,577,9.02,2025-07-30 20:37:11
act-001990,user-0366,swimming,43,558,0.0,2025-08-19 23:07:22
act-001991,user-0366,walking,76,269,10.45,2025-10-22 02:41:25
act-001992,user-0366,cycling,97,766,10.35,2025-09-05 07:44:31
act-001993,user-0366,yoga,16,56,0.0,2025-09-29 04:41:07
act-001994,user-0366,running,91,1070,11.69,2025-08-06 01:35:11
act-001995,user-0367,weight_training,81,491,0.0,2025-08-02 10:36:59
act-001996,user-0367,weight_training,30,176,0.0,2025-10-21 21:42:57
act-001997,user-0367,swimming,96,923,0.0,2025-10-10 17:16:38
act-001998,user-0368,weight_training,62,350,0.0,2025-10-08 00:37:00
act-001999,user-0368,cycling,18,148,1.74,2025-08-20 03:15:31
act-002000,user-0368,running,57,538,8.49,2025-09-03 02:15:48
act-002001,user-0368,swimming,91,1017,0.0,2025-10-15 12:51:05
act-002002,user-0368,weight_training,112,605,0.0,2025-10-06 16:52:40
act-002003,user-0368,cycling,77,612,9.22,2025-09-21 00:07:27
act-002004,user-0368,weight_training,40,255,0.0,2025-09-17 05:09:20
act-002005,user-0369,running,84,861,8.84,2025-09-09 15:55:34
act-002006,user-0369,cycling,107,874,14.89,2025-10-06 14:12:30
act-002007,user-0369,walking,44,190,5.95,2025-08-18 02:27:07
